"school","sex","age","address","famsize","pstatus","medu","fedu","mjob","fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","dalc","walc","health","absences","final_grade"
"GP","M",17,"U","GT3","T","5th-9th","Secondary","other","other","course","father","15-30min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Excellent","Low","Low","VeryLow","VeryLow","Bad",2,13
"GP","M",22,"U","GT3","T","Secondary","Primary","services","services","other","mother","<15min","<2hrs","3","no","no","no","no","no","no","yes","yes","Excellent","High","VeryHigh","VeryHigh","VeryHigh","VeryBad",12,5
"GP","M",18,"R","LE3","T","Secondary","Secondary","other","services","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","Average","VeryLow","Average","VeryGood",8,10
"GP","M",16,"U","GT3","T","None","5th-9th","other","other","other","mother","<15min","<2hrs","0","no","no","no","no","no","yes","yes","no","Good","Average","Low","Low","High","VeryGood",0,11
"GP","M",18,"U","GT3","T","Secondary","5th-9th","services","other","course","mother","15-30min","<2hrs","0","no","no","no","no","yes","no","yes","no","Good","High","VeryHigh","Low","High","VeryGood",8,7
"GP","M",16,"U","GT3","T","Secondary","Secondary","at_home","other","reputation","other","30min-1hr","2-5hrs","1","yes","yes","no","no","no","yes","yes","no","Excellent","Average","Average","VeryLow","Average","Bad",4,10
"GP","M",18,"U","GT3","T","5th-9th","Primary","services","services","other","mother","<15min","<2hrs","2","no","no","no","no","no","no","yes","no","Average","Low","VeryHigh","Low","VeryHigh","VeryGood",4,6
"GP","M",16,"R","GT3","T","5th-9th","Primary","other","other","course","mother","15-30min","<2hrs","0","no","no","no","yes","no","yes","no","no","Average","Average","Low","VeryLow","Average","Average",2,12
"GP","M",17,"R","GT3","T","5th-9th","Primary","other","other","course","mother","<15min","<2hrs","0","no","no","no","no","no","yes","yes","no","Good","High","Low","Low","High","VeryGood",0,13
"GP","M",17,"U","LE3","T","Primary","Primary","health","other","course","mother","15-30min","<2hrs","1","no","yes","no","yes","yes","yes","yes","no","Good","High","High","VeryLow","Low","VeryGood",0,10
"GP","F",18,"U","LE3","A","5th-9th","Primary","other","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","yes","Good","Average","High","VeryLow","Average","VeryGood",2,13
"GP","F",17,"U","LE3","T","Higher","5th-9th","teacher","services","reputation","mother","<15min",">10hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","Average","VeryLow","VeryLow","Good",2,17
"GP","F",19,"U","GT3","T","5th-9th","5th-9th","services","services","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","VeryGood",0,11
"GP","M",18,"U","LE3","T","5th-9th","Primary","services","other","course","mother","30min-1hr","2-5hrs","1","no","no","no","yes","no","no","yes","no","Good","High","VeryHigh","High","High","VeryGood",4,11
"GP","F",17,"R","GT3","T","Higher","5th-9th","other","other","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","High","VeryLow","Average","VeryGood",2,14
"GP","F",18,"U","LE3","T","Primary","Primary","other","at_home","home","mother","<15min","5-10hrs","0","no","yes","no","no","no","yes","no","no","Good","High","Average","Low","Average","Average",4,14
"GP","F",18,"R","GT3","T","5th-9th","5th-9th","other","other","home","mother","<15min","2-5hrs","0","yes","no","no","no","yes","yes","no","no","Average","Low","Average","VeryLow","VeryLow","VeryGood",4,13
"GP","M",19,"U","LE3","A","Higher","Secondary","services","at_home","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","VeryLow","VeryLow","VeryLow","VeryBad",4,14
"GP","M",18,"U","GT3","T","5th-9th","Primary","other","other","home","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","Low","High","VeryLow","Low","Good",2,16
"GP","M",17,"R","GT3","T","5th-9th","5th-9th","other","services","other","mother","15-30min","<2hrs","0","no","no","no","no","no","no","no","no","Excellent","Low","Low","VeryLow","VeryLow","Good",0,10
"GP","F",17,"U","LE3","T","5th-9th","5th-9th","services","services","course","father","<15min",">10hrs","0","no","no","no","yes","yes","yes","yes","yes","Average","High","VeryLow","VeryLow","VeryLow","Bad",2,12
"GP","F",20,"R","GT3","T","5th-9th","Primary","other","other","course","other","15-30min","2-5hrs","0","no","yes","yes","yes","yes","no","yes","yes","VeryBad","Low","Average","VeryLow","Low","Bad",8,12
"GP","F",18,"U","GT3","T","Higher","Secondary","services","other","home","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Average","VeryLow","Low","VeryLow","Average","Bad",2,15
"GP","M",18,"U","GT3","T","Higher","Secondary","teacher","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","no","Good","Average","Low","VeryLow","VeryLow","Average",2,11
"GP","M",18,"R","GT3","T","Secondary","5th-9th","other","other","course","mother","<15min","5-10hrs","0","no","no","no","yes","no","yes","no","no","Excellent","Average","Low","VeryLow","VeryLow","Average",2,12
"GP","F",17,"U","GT3","T","Secondary","Secondary","other","other","home","mother","<15min","5-10hrs","0","no","no","no","yes","no","yes","no","no","Average","Low","Average","VeryLow","VeryLow","Good",2,13
"GP","F",18,"U","GT3","T","5th-9th","5th-9th","at_home","services","home","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","Average",0,13
"GP","M",17,"U","GT3","T","5th-9th","5th-9th","other","other","home","father","15-30min","<2hrs","0","no","no","no","no","yes","no","yes","no","Good","High","High","Low","Average","Good",8,9
"GP","M",18,"R","LE3","A","Secondary","Higher","other","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","VeryHigh","Average","High","VeryBad",6,16
"GP","M",17,"U","GT3","T","Secondary","Primary","services","other","other","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Excellent","High","High","Average","High","VeryGood",0,14
"GP","F",18,"R","GT3","T","Higher","Higher","teacher","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Average","High","Low","Low","Good",8,12
"GP","M",18,"U","GT3","T","Higher","5th-9th","health","other","reputation","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Excellent","High","VeryHigh","VeryLow","Average","VeryGood",4,14
"GP","F",18,"R","GT3","T","5th-9th","Primary","other","other","reputation","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","no","yes","yes","Good","Average","VeryHigh","VeryLow","Low","Average",12,10
"GP","F",19,"U","GT3","T","Secondary","Secondary","other","services","home","other","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","VeryHigh","Average","Average","VeryGood",16,12
"GP","F",18,"U","GT3","T","5th-9th","Secondary","other","services","reputation","father","<15min",">10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","VeryHigh","VeryHigh","VeryLow","Average","Bad",10,16
"GP","F",18,"U","LE3","T","Primary","Primary","other","other","home","mother","15-30min","2-5hrs","0","no","yes","no","no","no","yes","no","no","Good","High","Average","VeryLow","VeryLow","Average",2,13
"GP","M",17,"R","GT3","T","Primary","5th-9th","at_home","at_home","home","mother","<15min","2-5hrs","0","no","yes","no","yes","no","yes","no","yes","Average","VeryHigh","Low","Low","Low","VeryBad",2,18
"GP","F",18,"U","GT3","T","5th-9th","Primary","other","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Low","VeryHigh","VeryLow","Low","VeryBad",8,15
"GP","F",17,"U","GT3","T","5th-9th","Higher","at_home","health","reputation","mother","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","VeryBad",6,16
"GP","F",17,"U","LE3","T","5th-9th","5th-9th","services","other","course","mother","15-30min","2-5hrs","0","yes","yes","no","no","yes","yes","yes","yes","Good","High","High","Low","Average","VeryGood",6,12
"GP","F",18,"R","GT3","A","Secondary","5th-9th","other","services","home","mother","15-30min","2-5hrs","0","no","no","no","no","no","no","yes","yes","Good","VeryLow","VeryLow","VeryLow","VeryLow","VeryGood",15,10
"GP","M",18,"U","GT3","T","Higher","Higher","teacher","services","home","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Average","Low","High","VeryLow","High","Average",6,12
"GP","F",18,"U","GT3","T","Higher","Higher","health","health","reputation","father","<15min","2-5hrs","1","yes","yes","no","yes","yes","yes","yes","yes","Bad","High","High","VeryLow","VeryLow","Good",2,13
"GP","F",17,"U","GT3","T","5th-9th","5th-9th","other","services","reputation","father","30min-1hr","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Low","Average","VeryLow","VeryLow","VeryBad",8,15
"GP","F",19,"R","GT3","T","Secondary","5th-9th","services","services","reputation","father","<15min","2-5hrs","1","yes","yes","no","no","yes","no","yes","no","Average","Average","Average","High","Average","Average",0,10
"GP","M",18,"U","LE3","T","Higher","Secondary","teacher","services","course","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Low","Average","VeryLow","Low","VeryBad",0,10
"GP","M",18,"U","GT3","T","Primary","5th-9th","at_home","other","home","other","15-30min","<2hrs","0","no","no","no","no","no","no","yes","no","Average","High","High","Low","High","Good",10,11
"GP","M",17,"U","LE3","A","Higher","Primary","services","other","home","mother","15-30min","<2hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","VeryHigh","High","Low","High","VeryGood",22,10
"GP","M",17,"U","LE3","A","Secondary","5th-9th","teacher","services","home","mother","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","High","High","Average","High","Average",18,13
"GP","F",18,"R","LE3","T","Primary","Primary","at_home","other","reputation","mother","15-30min",">10hrs","0","no","yes","no","yes","yes","yes","no","no","Excellent","Low","Low","VeryLow","VeryLow","Average",2,18
"GP","F",18,"U","GT3","T","Primary","Primary","other","other","home","mother","15-30min","2-5hrs","0","yes","no","no","yes","yes","yes","yes","no","Excellent","High","High","VeryLow","VeryLow","Good",0,13
"GP","F",17,"U","GT3","T","5th-9th","5th-9th","other","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","no","yes","yes","no","Excellent","High","VeryHigh","VeryLow","Low","VeryGood",12,14
"GP","F",18,"U","GT3","T","5th-9th","Primary","other","other","reputation","mother","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Average","VeryLow","VeryLow","VeryLow","VeryGood",10,14
"GP","M",17,"U","GT3","T","Primary","Primary","other","other","reputation","father","<15min","2-5hrs","0","no","no","no","no","no","yes","yes","no","Good","Average","Average","VeryLow","Low","Good",0,12
"GP","F",18,"U","GT3","T","5th-9th","5th-9th","at_home","at_home","other","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","Bad",0,18
"GP","F",17,"U","GT3","T","Primary","Primary","services","teacher","reputation","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Average",0,14
"GP","M",18,"U","GT3","T","5th-9th","Primary","services","services","reputation","mother","<15min","5-10hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Low","High","VeryLow","Average","Bad",0,15
"GP","M",18,"U","LE3","A","Higher","Higher","teacher","teacher","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","High","Average","VeryLow","VeryLow","Bad",0,17
"GP","M",18,"U","GT3","T","Higher","5th-9th","teacher","other","home","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","Low","VeryLow","High","VeryGood",2,16
"GP","F",17,"U","GT3","T","Higher","Secondary","health","services","reputation","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Low","Low","VeryLow","Low","Average",0,18
"GP","F",17,"R","LE3","T","Secondary","Primary","services","other","reputation","mother","15-30min",">10hrs","0","no","yes","no","no","yes","yes","no","no","Average","VeryLow","Low","VeryLow","VeryLow","Average",0,19
"GP","M",18,"R","LE3","T","Secondary","5th-9th","services","other","reputation","mother","15-30min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","High","Low","VeryLow","VeryLow","Good",0,15
"GP","M",17,"U","GT3","T","Secondary","Secondary","health","other","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Average","VeryLow","Average","VeryGood",0,15
"GP","F",19,"U","GT3","T","Higher","Higher","health","other","reputation","other","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Bad","Average","High","Low","Average","Bad",2,13
"GP","F",18,"U","LE3","T","Higher","Secondary","other","other","home","other","15-30min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","High","VeryHigh","VeryLow","Low","Bad",0,14
"GP","F",18,"U","GT3","T","Higher","Secondary","other","other","reputation","father","<15min",">10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Average",0,17
"GP","M",18,"U","LE3","T","Higher","Higher","teacher","teacher","home","mother","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","yes","VeryBad","High","Low","Low","Low","VeryBad",0,17
"GP","F",18,"U","LE3","A","Higher","Higher","health","other","home","mother","<15min","2-5hrs","0","no","yes","yes","no","yes","yes","yes","yes","Good","Low","High","VeryLow","VeryLow","Good",0,15
"GP","M",17,"U","LE3","T","Higher","Higher","other","teacher","home","father","15-30min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Good","VeryLow","VeryLow","Low","Low","VeryGood",0,13
"GP","F",17,"R","GT3","T","Higher","Higher","services","services","reputation","mother","15-30min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","VeryLow","VeryGood",0,8
"GP","F",17,"U","GT3","T","Higher","5th-9th","other","other","reputation","mother","15-30min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","VeryLow","Average",0,16
"GP","F",17,"U","GT3","T","Secondary","5th-9th","health","health","reputation","father","<15min",">10hrs","0","no","yes","no","yes","no","yes","yes","no","Excellent","Low","Low","VeryLow","Low","VeryGood",0,18
"GP","M",19,"R","LE3","T","5th-9th","Primary","at_home","services","course","mother","15-30min","5-10hrs","1","no","no","no","yes","yes","yes","yes","yes","Good","Average","VeryLow","VeryLow","VeryLow","VeryGood",0,11
"GP","M",20,"U","GT3","A","Secondary","5th-9th","services","other","course","other","<15min","<2hrs","2","no","no","no","yes","yes","yes","no","no","Excellent","VeryHigh","Average","VeryLow","VeryLow","VeryGood",0,15
"GP","M",19,"R","GT3","T","Secondary","Secondary","other","services","reputation","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","no","yes","Good","VeryHigh","Average","VeryLow","Low","VeryGood",0,11
"GP","F",18,"U","GT3","T","Primary","Higher","other","teacher","home","mother","<15min","2-5hrs","0","yes","yes","no","no","no","yes","no","yes","Average","High","High","VeryLow","Low","VeryGood",2,11
"GP","F",18,"U","GT3","T","5th-9th","Primary","services","other","course","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","Average","Average","VeryLow","Low","VeryBad",2,15
"GP","F",17,"U","GT3","T","5th-9th","Secondary","other","other","course","father","15-30min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Low","VeryLow","VeryLow","VeryLow","Average",2,14
"GP","F",17,"R","GT3","T","Higher","Higher","teacher","teacher","course","mother","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Good","High","High","VeryLow","VeryLow","VeryGood",2,17
"GP","F",18,"U","GT3","T","Higher","Secondary","other","other","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","High","VeryLow","VeryLow","VeryGood",2,17
"GP","F",18,"U","LE3","T","Higher","Secondary","health","services","course","mother","15-30min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Average","Low","High","VeryLow","High","VeryBad",8,15
"GP","F",17,"R","GT3","T","Secondary","Higher","at_home","services","course","father","<15min","5-10hrs","0","no","yes","no","yes","no","yes","yes","no","Good","Average","High","Low","VeryHigh","VeryGood",2,17
"GP","F",18,"U","GT3","T","Secondary","Secondary","at_home","other","course","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","VeryLow","High","VeryLow","VeryLow","Average",8,14
"GP","M",19,"U","GT3","T","Higher","5th-9th","health","other","course","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Excellent","High","High","VeryLow","VeryLow","VeryBad",9,10
"GP","F",18,"U","GT3","T","Higher","Higher","teacher","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","High","Average","Average","VeryGood",0,13
"GP","F",18,"U","GT3","T","Secondary","Higher","other","other","course","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Excellent","High","High","VeryLow","VeryLow","VeryBad",4,14
"GP","F",17,"U","GT3","T","Higher","Higher","health","health","course","mother","<15min","<2hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","Low","VeryGood",2,17
"GP","F",17,"U","GT3","A","Higher","Secondary","services","services","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","Low","Low","VeryLow","Low","VeryGood",14,17
"GP","F",17,"U","LE3","A","Secondary","Secondary","services","other","home","mother","<15min","2-5hrs","0","yes","yes","no","no","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","VeryGood",0,13
"GP","F",17,"U","LE3","T","5th-9th","Primary","other","other","home","father","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Low","Average","Low","Low","Bad",2,14
"GP","M",18,"U","LE3","T","Higher","Higher","other","other","reputation","father","<15min","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Low","VeryHigh","Average","High","VeryGood",2,11
"GP","F",19,"U","GT3","T","Primary","Primary","other","other","course","other","30min-1hr","5-10hrs","0","no","no","no","yes","yes","no","no","yes","VeryBad","VeryHigh","VeryHigh","High","Average","VeryGood",12,11
"GP","F",19,"U","LE3","A","Primary","Primary","other","other","course","other","30min-1hr","2-5hrs","2","no","yes","no","no","no","yes","yes","yes","Excellent","Average","High","VeryLow","VeryLow","Good",2,9
"GP","F",18,"U","GT3","T","5th-9th","5th-9th","other","other","course","mother","<15min","<2hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","VeryHigh","Low","High","VeryGood",2,10
"GP","F",17,"U","GT3","T","5th-9th","5th-9th","other","other","course","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","no","yes","Good","Low","Low","VeryLow","VeryLow","Average",4,13
"GP","F",17,"R","LE3","T","5th-9th","5th-9th","services","services","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Average","Average","Low","Low","Low","Average",0,10
"GP","F",17,"U","GT3","T","Secondary","Primary","services","services","course","father","<15min","5-10hrs","0","no","yes","no","no","no","yes","yes","no","Average","High","Average","Low","Average","VeryGood",0,17
"GP","F",17,"U","LE3","T","None","5th-9th","at_home","at_home","home","father","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","no","Average","Average","Average","Low","Average","Bad",0,15
"GP","F",18,"U","GT3","T","Primary","Primary","other","other","home","mother","15-30min","5-10hrs","0","no","no","no","yes","yes","yes","yes","no","Good","VeryHigh","VeryHigh","VeryLow","Low","Bad",0,14
"GP","M",18,"U","GT3","T","Higher","Higher","other","other","course","mother","<15min","5-10hrs","0","no","no","no","yes","yes","yes","yes","no","Good","Average","Average","Low","Low","Average",0,13
"GP","M",17,"U","GT3","T","Secondary","Secondary","other","services","reputation","mother","<15min","<2hrs","0","no","no","no","yes","no","yes","yes","no","Good","Average","VeryHigh","Average","VeryHigh","VeryGood",0,17
"GP","M",17,"R","GT3","T","5th-9th","5th-9th","services","other","course","mother",">1hr","<2hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","VeryHigh","VeryHigh","VeryHigh","Good",2,10
"GP","F",17,"U","GT3","T","Higher","Higher","teacher","services","course","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","no","Excellent","High","High","VeryLow","Average","Good",0,13
"GP","F",17,"U","GT3","T","Higher","Higher","teacher","teacher","course","mother","15-30min","5-10hrs","0","no","yes","no","no","no","yes","yes","yes","Good","Average","Average","VeryLow","Low","Good",4,15
"GP","F",17,"U","GT3","T","Secondary","Secondary","at_home","other","course","mother","<15min","<2hrs","0","no","yes","yes","yes","yes","yes","yes","no","Good","Low","VeryHigh","Low","VeryHigh","VeryGood",2,11
"GP","M",18,"U","LE3","T","5th-9th","5th-9th","other","other","course","mother","<15min",">10hrs","0","no","yes","yes","yes","yes","yes","yes","no","Good","VeryHigh","VeryHigh","Low","High","VeryGood",0,12
"GP","M",19,"R","GT3","T","Secondary","5th-9th","at_home","services","home","other","<15min","<2hrs","0","no","yes","no","no","no","yes","no","yes","Excellent","Average","High","Low","Low","VeryGood",0,10
"GP","F",18,"U","GT3","T","5th-9th","5th-9th","at_home","other","course","mother",">1hr","2-5hrs","0","no","no","no","yes","yes","yes","no","yes","Good","Low","VeryHigh","VeryLow","VeryLow","Bad",2,10
"GP","F",17,"R","GT3","T","5th-9th","Higher","at_home","other","course","father","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","High","Average","VeryLow","VeryLow","VeryGood",0,15
"GP","M",18,"U","GT3","T","5th-9th","5th-9th","other","other","reputation","mother","<15min","<2hrs","0","no","no","no","no","no","yes","yes","no","Excellent","High","Low","VeryLow","Low","VeryGood",6,15
"GP","F",18,"U","GT3","T","Secondary","Secondary","services","services","home","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","no","Excellent","Average","High","VeryLow","VeryLow","Good",8,12
"GP","F",18,"U","LE3","T","5th-9th","5th-9th","other","other","home","other","<15min","2-5hrs","0","no","no","no","yes","no","yes","yes","yes","Good","Average","Average","VeryLow","VeryLow","Bad",0,12
"GP","F",18,"R","GT3","T","5th-9th","5th-9th","at_home","other","course","mother","15-30min",">10hrs","0","no","no","no","yes","yes","yes","no","no","Good","High","High","VeryLow","VeryLow","Good",6,14
"GP","F",17,"U","GT3","T","Secondary","Higher","services","other","course","mother","<15min","5-10hrs","0","no","no","no","no","yes","yes","yes","no","Good","High","VeryHigh","VeryLow","Average","VeryGood",8,14
"GP","F",17,"U","GT3","T","Secondary","5th-9th","other","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","Low","Low","Average","Bad",0,15
"GP","F",18,"U","LE3","T","Secondary","Secondary","services","services","home","mother","<15min",">10hrs","0","no","yes","no","no","yes","yes","yes","no","Excellent","Average","Average","VeryLow","VeryLow","VeryBad",4,15
"GP","F",17,"R","GT3","A","Secondary","5th-9th","other","other","home","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","Low","Average","Bad",0,16
"GP","M",18,"U","GT3","T","Higher","Higher","teacher","services","home","father","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","Average","Low","Low","Bad",0,13
"GP","M",18,"U","LE3","T","Secondary","Higher","services","other","home","mother","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Average","Average","VeryLow","Average","VeryGood",6,17
"GP","F",17,"U","GT3","A","5th-9th","5th-9th","at_home","at_home","home","father","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","yes","Average","Average","VeryLow","VeryLow","Low","Good",18,14
"GP","F",18,"U","GT3","T","5th-9th","Secondary","at_home","other","course","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","Average","Average","VeryLow","Low","Average",0,14
"GP","F",18,"U","GT3","T","Secondary","5th-9th","other","services","other","mother","<15min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Excellent","High","Average","Low","Average","VeryBad",4,17
"GP","M",18,"R","GT3","T","Higher","Secondary","teacher","services","course","mother","<15min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Excellent","Average","Low","VeryLow","Low","Good",4,17
"GP","M",18,"U","GT3","T","Higher","Secondary","teacher","other","course","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Excellent","High","VeryHigh","Low","Average","VeryGood",0,14
"GP","F",17,"U","GT3","T","Higher","Secondary","health","other","reputation","mother","<15min","5-10hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","High","Average","VeryLow","Average","Good",0,13
"GP","F",17,"U","GT3","T","5th-9th","Primary","services","other","course","mother","15-30min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","yes","Good","Average","High","Low","Low","VeryBad",10,15
"GP","F",17,"U","GT3","T","5th-9th","Primary","services","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","VeryHigh","Low","High","Good",4,16
"GP","F",19,"U","LE3","A","5th-9th","Secondary","at_home","other","home","other","15-30min","<2hrs","1","no","no","no","no","yes","no","yes","no","Bad","Low","Average","Average","High","VeryGood",16,11
"GP","F",17,"U","GT3","T","Secondary","Primary","other","at_home","home","mother","<15min","<2hrs","1","no","yes","yes","no","yes","yes","yes","yes","Good","VeryLow","Low","VeryLow","VeryLow","Average",6,13
"GP","F",21,"U","LE3","T","Higher","Higher","other","other","reputation","other","<15min","5-10hrs","2","no","no","yes","yes","yes","yes","yes","no","Average","Average","Low","VeryLow","VeryLow","VeryGood",0,12
"GP","M",18,"U","LE3","T","5th-9th","5th-9th","services","services","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","no","no","yes","no","Good","High","High","VeryLow","Average","Average",11,12
"GP","M",18,"U","LE3","A","Secondary","Higher","other","other","reputation","other","<15min","2-5hrs","0","no","no","no","yes","yes","yes","yes","yes","Good","Average","VeryHigh","VeryLow","High","Bad",9,15
"GP","F",17,"U","GT3","T","5th-9th","5th-9th","services","services","reputation","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Average","High","VeryLow","Average","Good",0,17
"GP","M",17,"U","LE3","A","Higher","Higher","health","other","reputation","mother","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","Low","VeryLow","Low","Good",2,15
"GP","F",18,"U","LE3","T","Higher","5th-9th","teacher","other","course","mother","<15min","2-5hrs","0","no","yes","no","yes","yes","yes","yes","no","Good","Low","Low","VeryLow","VeryLow","Average",0,17
"GP","M",21,"R","LE3","T","Primary","Primary","at_home","other","course","other","15-30min","2-5hrs","2","no","yes","no","yes","yes","no","yes","yes","Excellent","Average","Average","VeryHigh","Low","Good",21,10
"GP","F",20,"R","GT3","T","Primary","Primary","other","other","reputation","other","15-30min","5-10hrs","0","no","no","no","no","yes","yes","yes","yes","Average","Low","Low","VeryLow","Average","Average",8,15
"GP","F",19,"U","GT3","T","Higher","Higher","teacher","other","home","other","<15min","<2hrs","1","no","yes","no","no","yes","yes","yes","yes","Average","Low","VeryHigh","High","High","VeryGood",5,11
"GP","M",17,"U","LE3","A","Secondary","5th-9th","other","other","reputation","mother","<15min","2-5hrs","0","no","yes","no","no","yes","yes","yes","no","Good","High","High","VeryLow","Low","VeryGood",10,18
"GP","F",18,"U","GT3","T","Secondary","5th-9th","at_home","other","reputation","father","<15min","5-10hrs","0","no","yes","no","no","yes","yes","yes","yes","Good","Average","High","VeryLow","Low","Bad",5,17
"GP","M",18,"R","GT3","T","5th-9th","Secondary","other","services","reputation","father","<15min","<2hrs","0","no","no","no","no","yes","yes","yes","no","Average","VeryLow","Average","High","VeryHigh","Good",13,14
